# k, Q1, Q2, Q3, Q5, Q8, Qs2
5.713186998767421504e-03 2.327995003791203388e+00 -2.134459055916192449e-01 1.224866582236259660e+00 1.057274508221706766e+00 2.787864652391203180e+01 4.877330803645045876e+01
5.766077034190182464e-03 2.401296891050654470e+00 -2.171913816395912578e-01 1.267510723471517275e+00 1.092052642871462087e+00 2.837785054658615991e+01 4.955181042002037373e+01
5.819456701030159031e-03 2.476793379759171465e+00 -2.209289668498342629e-01 1.311457444818113771e+00 1.127932400345540875e+00 2.888568047786725401e+01 5.034098081645701228e+01
5.873330532067910087e-03 2.554545457749893167e+00 -2.246509568024368519e-01 1.357043806415805687e+00 1.164946876121202513e+00 2.940227499815796008e+01 5.114091362306624688e+01
5.927703102046395951e-03 2.634615803294455549e+00 -2.283566412001783175e-01 1.404082560291299853e+00 1.203130037989121881e+00 2.992777442290209322e+01 5.195170143592081757e+01
5.982579028059404648e-03 2.717068441808750734e+00 -2.320338632875188489e-01 1.452776728049461674e+00 1.242516788834004071e+00 3.046232092206197706e+01 5.277343651869770724e+01
6.037962969943637577e-03 2.801969214513207351e+00 -2.356839210837531340e-01 1.503141741702008982e+00 1.283143115463277972e+00 3.100605907649335435e+01 5.360621050944708799e+01
6.093859630674423357e-03 2.889385604291272891e+00 -2.392928374784241974e-01 1.555142796973138397e+00 1.325045977941143205e+00 3.155913532897448093e+01 5.445011384507513696e+01
6.150273756765033822e-03 2.979386397401718956e+00 -2.428604465557240299e-01 1.609054871313926549e+00 1.368263187623847355e+00 3.212169756071665461e+01 5.530523592922815368e+01
6.207210138669760902e-03 3.072042370511004261e+00 -2.463746044824298154e-01 1.664608004907354832e+00 1.412833783428959045e+00 3.269389589193092149e+01 5.617166467232883065e+01
6.264673611190718812e-03 3.167425707236991794e+00 -2.498299866245003720e-01 1.722270415579591818e+00 1.458797723342229125e+00 3.327588232733778995e+01 5.704948753296461206e+01
6.322669053888357697e-03 3.265610701928585602e+00 -2.532192214030330457e-01 1.781664393841739136e+00 1.506196066001010081e+00 3.386781100494314245e+01 5.793878990410053120e+01
6.381201391495837025e-03 3.366673029577391230e+00 -2.565298148826621327e-01 1.843274084961354919e+00 1.555071039069673144e+00 3.446983797513310321e+01 5.883965686153403141e+01
6.440275594337221444e-03 3.470690463634543033e+00 -2.597597286045050802e-01 1.906823398437521133e+00 1.605466045757782956e+00 3.508212123685093076e+01 5.975217108279822043e+01
6.499896678749540746e-03 3.577742489404966975e+00 -2.628900478840129895e-01 1.972596403904775864e+00 1.657425538530221454e+00 3.570482094174558796e+01 6.067641441527628388e+01
6.560069707508704370e-03 3.687910447956753046e+00 -2.659215467082751139e-01 2.040615267845711234e+00 1.710995096019707118e+00 3.633809906722314054e+01 6.161246679057601483e+01
6.620799790259493389e-03 3.801277621839634246e+00 -2.688327648402692449e-01 2.110815009543546061e+00 1.766221775440666164e+00 3.698211974705289151e+01 6.256040662858687540e+01
6.682092083949403571e-03 3.917928956234284499e+00 -2.716223411955320799e-01 2.183595751630281967e+00 1.823153649440272916e+00 3.763704897341759903e+01 6.352031107813234456e+01
6.743951793266546833e-03 4.037951815088574037e+00 -2.742714603516512861e-01 2.258550905928039310e+00 1.881840060166996453e+00 3.830305485355690109e+01 6.449225426184807475e+01
6.806384171081621484e-03 4.161435125022314274e+00 -2.767711702497117066e-01 2.336358001640365778e+00 1.942331719416338975e+00 3.898030774494885264e+01 6.547631011483076691e+01
6.869394518893988562e-03 4.288470393986237639e+00 -2.791097976837626504e-01 2.416458352388921593e+00 2.004680798507245232e+00 3.966898021398048968e+01 6.647254924600227355e+01
6.932988187281809156e-03 4.419150556261540075e+00 -2.812678151454570674e-01 2.499545747053727229e+00 2.068940532840957136e+00 4.036924634905680165e+01 6.748104102932897774e+01
6.997170576356416191e-03 4.553571066045760674e+00 -2.832413547942647103e-01 2.585215063845723638e+00 2.135165737990917023e+00 4.108128256593631988e+01 6.850185193373536663e+01
7.061947136220890313e-03 4.691829241674572160e+00 -2.850018082131969277e-01 2.673862561116525427e+00 2.203412652273490480e+00 4.180526750205991249e+01 6.953504727909610494e+01
7.127323367432815589e-03 4.834024762256789565e+00 -2.865491993199733578e-01 2.765520992514856058e+00 2.273738767219036561e+00 4.254138167036122553e+01 7.058068905395209924e+01
7.193304821471390234e-03 4.980259538054905732e+00 -2.878512728182656688e-01 2.860075688133497884e+00 2.346203206700819610e+00 4.328980781141353162e+01 7.163883700866234960e+01
7.259897101208849859e-03 5.130637255398348806e+00 -2.889049504205242203e-01 2.958108196761997988e+00 2.420866637763383178e+00 4.405073068011745363e+01 7.270954959403987061e+01
7.327105861386203241e-03 5.285264490938444304e+00 -2.896821190529861312e-01 3.059009623375133824e+00 2.497791120327334635e+00 4.482433692285739824e+01 7.379288037289947511e+01
7.394936809093428931e-03 5.444249652794305838e+00 -2.901684176557270955e-01 3.163758093855975062e+00 2.577040265564505273e+00 4.561081565966096463e+01 7.488888236093899309e+01
7.463395704254117968e-03 5.607703933136929386e+00 -2.903463194532719394e-01 3.271530636987716623e+00 2.658679490130456902e+00 4.641035816052203700e+01 7.599760452163326363e+01
7.532488360114540996e-03 5.775740164072485250e+00 -2.901863394083900594e-01 3.383319168424283152e+00 2.742775718028142684e+00 4.722315749696844733e+01 7.711909450171944513e+01
7.602220643737307194e-03 5.948474302642329903e+00 -2.896821298923581423e-01 3.498532467203379070e+00 2.829397488043162934e+00 4.804940880830375960e+01 7.825339470868054548e+01
7.672598476499591612e-03 6.126024161564613379e+00 -2.887911196376562462e-01 3.617721150870998770e+00 2.918614983274077979e+00 4.888930916558470585e+01 7.940054584647556624e+01
7.743627834595910066e-03 6.308510433664061168e+00 -2.875126987324881922e-01 3.740934661563007690e+00 3.010500289668777807e+00 4.974305836212407428e+01 8.056058542325592953e+01
7.815314749545616835e-03 6.496056400490601845e+00 -2.857993868377903257e-01 3.867978729606302846e+00 3.105127261969894636e+00 5.061085834625473012e+01 8.173354749103765471e+01
7.887665308705089570e-03 6.688787014930318797e+00 -2.836456711191238100e-01 3.999696553765551776e+00 3.202571263911077715e+00 5.149291217221895778e+01 8.291946329964694939e+01
7.960685655784633524e-03 6.886830603722515320e+00 -2.810106252602903032e-01 4.135181374119770048e+00 3.302909767236926086e+00 5.238942522086846765e+01 8.411835863056940354e+01
8.034381991370131981e-03 7.090317439915064135e+00 -2.778725756458090834e-01 4.275841770980019163e+00 3.406221918696376694e+00 5.330060529023437965e+01 8.533025826072355358e+01
8.108760573449658865e-03 7.299381393383088223e+00 -2.742057260178402678e-01 4.420471104661064743e+00 3.512588835050137082e+00 5.422666245831516818e+01 8.655518073648104860e+01
8.183827717944843622e-03 7.514157798958877699e+00 -2.699666599632643549e-01 4.570483607087867384e+00 3.622093667848333975e+00 5.516780871236963435e+01 8.779314402786263827e+01
8.259589799247138431e-03 7.734785400470469696e+00 -2.651462355173533902e-01 4.725020384338837864e+00 3.734821541871037542e+00 5.612425772678442115e+01 8.904415925215744210e+01
8.336053250759202851e-03 7.961405212424936373e+00 -2.596822145325966558e-01 4.884844127989014240e+00 3.850859212170604007e+00 5.709622528770356809e+01 9.030823493813231551e+01
8.413224565441147426e-03 8.194161456027117652e+00 -2.535734814137738380e-01 5.050030338969591526e+00 3.970295872273091664e+00 5.808392977116636047e+01 9.158537517425139640e+01
8.491110296361879112e-03 8.433200611016594905e+00 -2.467516111575221993e-01 5.220258956571998787e+00 4.093222675266559030e+00 5.908759069567173583e+01 9.287557955829369405e+01
8.569717057255578016e-03 8.678671396576939756e+00 -2.392082777941103300e-01 5.396750436933850814e+00 4.219732522762145166e+00 6.010742931135834510e+01 9.417884443298586916e+01
8.649051523083333207e-03 8.930726951894971677e+00 -2.308845230903201484e-01 5.578160911917938058e+00 4.349920975795322775e+00 6.114367007525034836e+01 9.549515929481576393e+01
8.729120430599899422e-03 9.189521411329607758e+00 -2.217490279121969166e-01 5.766513568220650754e+00 4.483885412162313067e+00 6.219653885912670432e+01 9.682451348426458537e+01
8.809930578925786321e-03 9.455213280279496146e+00 -2.117653603540213814e-01 5.960046821252794835e+00 4.621725600743292972e+00 6.326626318400083449e+01 9.816688652716318586e+01
8.891488830124631704e-03 9.727962284038806473e+00 -2.008706788062394055e-01 6.160771716988378444e+00 4.763543225621736710e+00 6.435307209967439235e+01 9.952225734723232620e+01
8.973802109785850023e-03 1.000793249720694789e+01 -1.890528182034473814e-01 6.367446283186374067e+00 4.909442638551175797e+00 6.545719731334351366e+01 1.008905971350662014e+02
9.056877407612748745e-03 1.029529004249578250e+01 -1.762224399450382506e-01 6.581122812606155392e+00 5.059530375318351147e+00 6.657887223844267055e+01 1.022718743493979900e+02
9.140721778016095214e-03 1.059020401677808110e+01 -1.623791124693406140e-01 6.801917630954529059e+00 5.213915135229354902e+00 6.771833162600850642e+01 1.036660512016827624e+02
9.225342340713094114e-03 1.089284682900240142e+01 -1.474251183632078188e-01 7.029314889386354182e+00 5.372708069383637763e+00 6.887581247157017117e+01 1.050730844561331452e+02
9.310746281331985438e-03 1.120339303357715188e+01 -1.313491939262348696e-01 7.265076704329197277e+00 5.536022854883803745e+00 7.005155346954285278e+01 1.064929278383542197e+02
9.396940852022254292e-03 1.152202137620454003e+01 -1.140689004499071540e-01 7.507221910723931302e+00 5.703975596325025599e+00 7.124579531877327554e+01 1.079255265089329328e+02
9.483933372070395273e-03 1.184891208311820421e+01 -9.553935067512986379e-02 7.758647516233485142e+00 5.876684854636461175e+00 7.245878011914193451e+01 1.093708239889292315e+02
9.571731228521456955e-03 1.218424949214664466e+01 -7.571112414205623253e-02 8.016794345590765758e+00 6.054271209922364783e+00 7.369075076923404310e+01 1.108287530620281700e+02
9.660341876806356060e-03 1.252821928353547598e+01 -5.449510199029498209e-02 8.284511427153455898e+00 6.236858175378018565e+00 7.494195261029960875e+01 1.122992473699927842e+02
9.749772841374907545e-03 1.288101213684263868e+01 -3.187634195176964474e-02 8.560013012048361958e+00 6.424571891289766690e+00 7.621263252686267720e+01 1.137822286431973851e+02
9.840031716334782241e-03 1.324282016298699993e+01 -7.728641826122860728e-03 8.844743801812491313e+00 6.617540814290679307e+00 7.750303845296535599e+01 1.152776164169697211e+02
9.931126166096405916e-03 1.361383921340296332e+01 1.794593421852521201e-02 9.138884379396897018e+00 6.815896409768451569e+00 7.881342102024930796e+01 1.167853244002897100e+02
1.002306392602375813e-02 1.399426832574039814e+01 4.528450565880474954e-02 9.441618551224875588e+00 7.019772501897740824e+00 8.014403177993494864e+01 1.183052585826486904e+02
1.011585280309120968e-02 1.438430798301950730e+01 7.430037662983590696e-02 9.755482484274498489e+00 7.229305614078734621e+00 8.149512308485384438e+01 1.198373222206491704e+02
1.020950067654649053e-02 1.478416357377396473e+01 1.051076651232002585e-01 1.007757137661662128e+01 7.444634906921630879e+00 8.286694867503642570e+01 1.213814066287509519e+02
1.030401549857974143e-02 1.519404093413012902e+01 1.377676145022363186e-01 1.041201831770532493e+01 7.665902122334645519e+00 8.425976350761877143e+01 1.229374042128471558e+02
1.039940529499882096e-02 1.561415204375229848e+01 1.723462106245108594e-01 1.075512506001261137e+01 7.893252247780157660e+00 8.567382428251173110e+01 1.245051924337665525e+02
1.049567816591076563e-02 1.604470854139622560e+01 2.089675193592311631e-01 1.111091197483648507e+01 8.126832519568903734e+00 8.710938888873585029e+01 1.260846521532830167e+02
1.059284228640964415e-02 1.648592748402862540e+01 2.476473850829565282e-01 1.147682535828824157e+01 8.366793370380124273e+00 8.856671602363803686e+01 1.276756495951902508e+02
1.069090590727078335e-02 1.693802672350016181e+01 2.885614370540089957e-01 1.185483886900467532e+01 8.613287297137668830e+00 9.004606479610706060e+01 1.292780494217136606e+02
1.078987735565132590e-02 1.740122829718038133e+01 3.317014062454421985e-01 1.224523376989955636e+01 8.866470406740587507e+00 9.154769641255774104e+01 1.308917079335743665e+02
1.088976503579740934e-02 1.787575669181355309e+01 3.772564814058360083e-01 1.264673686182280576e+01 9.126501341316954452e+00 9.307187227341093205e+01 1.325164744713812297e+02
1.099057742975775680e-02 1.836183790251296344e+01 4.252406329891014192e-01 1.306298612028736095e+01 9.393541214837055620e+00 9.461885447527777160e+01 1.341521952430166778e+02
1.109232309810395667e-02 1.885970414810075368e+01 4.758088874683037428e-01 1.348974711765337986e+01 9.667755263843252678e+00 9.618890738900680049e+01 1.357987023337113897e+02
1.119501068065744190e-02 1.936958613036023635e+01 5.290421177101314321e-01 1.393289374352697330e+01 9.949310809012514412e+00 9.778229579116822379e+01 1.374558331912557492e+02
1.129864889722306462e-02 1.989172147275419889e+01 5.850256783759225643e-01 1.438710749061731597e+01 1.023837818556321189e+01 9.939928433110191008e+01 1.391234042439412235e+02
1.140324654832958889e-02 2.042634536131759759e+01 6.439302243908309187e-01 1.485804032802144192e+01 1.053512985928372281e+01 1.010401368110365752e+02 1.408012375381203753e+02
1.150881251597702347e-02 2.097369934856494922e+01 7.057667211330714840e-01 1.534206014936454565e+01 1.083974131557807752e+01 1.027051186725373100e+02 1.424891392993797865e+02
1.161535576439078413e-02 2.153402699903377027e+01 7.707788846266638849e-01 1.584184821882415761e+01 1.115239304745082549e+01 1.043944974380740831e+02 1.441869138790468412e+02
1.172288534078292158e-02 2.210757062254152672e+01 8.389424932710023430e-01 1.635784060968184406e+01 1.147326435301290992e+01 1.061085349065230901e+02 1.458943579454216319e+02
1.183141037612042007e-02 2.269458096057634222e+01 9.105177867932728875e-01 1.688807950389347923e+01 1.180254158106643025e+01 1.078474999405140267e+02 1.476112569992990586e+02
1.194094008590047308e-02 2.329530733474006610e+01 9.855136621260551788e-01 1.743776336165543484e+01 1.214041321168047816e+01 1.096116622907439648e+02 1.493374025772677669e+02
1.205148377093311594e-02 2.391000335362070572e+01 1.064136606356344439e+00 1.800075343760477509e+01 1.248706874535410982e+01 1.114012869742606142e+02 1.510725638876591574e+02
1.216305081813094137e-02 2.453892173848507596e+01 1.146492559922802856e+00 1.858536289524598928e+01 1.284270243803389810e+01 1.132166414659137530e+02 1.528165177163722888e+02
1.227565070130621702e-02 2.518232196252390409e+01 1.232686680927465472e+00 1.918398660307912351e+01 1.320751088509480375e+01 1.150579911225703142e+02 1.545690163575689269e+02
1.238929298197541211e-02 2.584045612221162003e+01 1.322947165407591497e+00 1.980452899626379804e+01 1.358168975055482086e+01 1.169255960255750892e+02 1.563298236845153610e+02
1.250398731017104276e-02 2.651359185825149467e+01 1.417277864306267121e+00 2.044186114541951227e+01 1.396544571894599862e+01 1.188197284521220070e+02 1.580986813294895228e+02
1.261974342526115019e-02 2.720198970130175553e+01 1.516004891022510792e+00 2.109959755103693979e+01 1.435898245727444689e+01 1.207406551293509125e+02 1.598753411547965868e+02
1.273657115677636481e-02 2.790591366025838127e+01 1.619080693312124453e+00 2.177841696189434728e+01 1.476250801241028654e+01 1.226886396960066037e+02 1.616595384112380032e+02
1.285448042524451641e-02 2.862563046315154480e+01 1.726855211701364690e+00 2.247534328374199220e+01 1.517623264101597336e+01 1.246639429373964276e+02 1.634509944853382137e+02
1.297348124303307655e-02 2.936140304188779737e+01 1.839322912818474709e+00 2.319776895009417572e+01 1.560036717453551525e+01 1.266668254067434987e+02 1.652494416878235768e+02
1.309358371519941423e-02 3.011350802271337201e+01 1.956757871253842485e+00 2.393685480726297499e+01 1.603513185991868539e+01 1.286975552516099413e+02 1.670545864350797558e+02
1.321479804034877623e-02 3.088220902326885309e+01 2.079290027910416061e+00 2.470430649423050085e+01 1.648074312344845538e+01 1.307563903242497929e+02 1.688661535786930301e+02
